Order_ID,Gender_Category,Product_Line,Product_Name,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Size_Cat,Size_Cat_Encoded
2560,Kids,Basketball,Zoom Freak,2,6172.36,0.0,12344.72,2025-01-16,Retail,Delhi,3445.326698427788,M,1
2561,Women,Soccer,Tiempo Legend,2,3642.21,0.0,7284.42,2024-03-25,Online,Bangalore,2219.647384434277,XL,3
2562,Kids,Training,ZoomX Invincible,1,6424.68,0.0,6424.68,2024-12-21,Retail,Mumbai,2103.7812780547415,L,2
2563,Men,Soccer,Mercurial Superfly,2,9443.35,0.54,8687.882,2025-04-13,Retail,Kolkata,2796.647451714457,M,1
2564,Women,Basketball,LeBron 20,2,6531.36,0.72,3657.5616,2023-08-07,Online,Delhi,1166.588261391492,M,1
2565,Women,Lifestyle,Dunk Low,4,3028.41,0.0,12113.64,2024-09-18,Online,Mumbai,3884.776704366676,XL,3
2029,Women,Running,React Infinity,2,7518.66,0.0,15037.32,2024-12-16,Retail,Kolkata,3213.3650292737016,L,2
2567,Women,Running,Air Zoom,3,5548.255,0.0,16644.765,2024-09-15,Online,Pune,5140.258822177673,M,1
2030,Women,Soccer,Mercurial Superfly,2,2298.45,0.0,4596.9,2024-12-09,Retail,Kolkata,1435.8009761934086,L,2
2569,Women,Basketball,Air Jordan,2,9605.11,0.88,2305.2264,2024-08-24,Online,Hyderabad,778.7716533952147,L,2
2570,Men,Basketball,Air Jordan,2,5967.92,0.0,11935.84,2025-03-22,Online,Bangalore,3359.823196309077,L,2
2571,Kids,Soccer,Phantom GT,2,4728.95,0.0,9457.9,2023-11-28,Retail,Mumbai,2858.2443512937834,S,0
2572,Men,Lifestyle,Waffle One,2,2729.99,0.76,1310.3952,2024-01-31,Retail,Pune,245.13318136055148,XL,3
2573,Men,Soccer,Premier III,2,6082.075,0.75,3041.0375,2024-08-29,Online,Delhi,737.3622147682461,L,2
2574,Women,Soccer,Tiempo Legend,2,3502.97,0.0,7005.94,2024-09-19,Retail,Delhi,1579.7887864247436,L,2
2575,Men,Training,Metcon 7,2,3582.67,0.0,7165.34,2025-07-03,Online,Hyderabad,2089.5035301986695,XL,3
2576,Kids,Running,Pegasus Turbo,2,9134.77,0.0,18269.54,2025-01-04,Online,Pune,4022.7821290771008,L,2
2577,Women,Running,Air Zoom,2,5545.52,0.0,11091.04,2023-11-16,Retail,Mumbai,3113.9468102713804,L,2
2578,Men,Lifestyle,Blazer Mid,2,6100.23,0.0,12200.46,2025-05-10,Retail,Bangalore,3344.0011898930106,M,1
2579,Kids,Lifestyle,Dunk Low,3,9541.83,0.0,28625.489999999998,2024-07-26,Online,Delhi,7653.721529329999,S,0
2580,Kids,Training,Flex Trainer,1,2749.79,0.0,2749.79,2024-06-12,Retail,Kolkata,582.4493448219046,M,1
2581,Kids,Running,Free RN,2,6299.575,0.53,5921.6005,2024-10-30,Online,Mumbai,1700.8948740966098,L,2
2583,Men,Soccer,Tiempo Legend,2,6041.3,0.0,12082.6,2024-09-03,Retail,Mumbai,3622.4801904165533,M,1
2585,Kids,Basketball,Kyrie Flytrap,2,5066.14,1.0,0.0,2025-01-17,Retail,Kolkata,0.0,L,2
2586,Men,Running,Air Zoom,2,5548.255,0.99,110.9651000000001,2024-11-24,Online,Mumbai,36.716104891273744,L,2
2588,Kids,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2025-07-19,Online,Pune,4542.64632675065,M,1
2589,Men,Training,Metcon 7,3,5829.985000000001,0.0,17489.955,2024-09-17,Online,Kolkata,5672.053526148849,M,1
2591,Women,Training,SuperRep Go,2,5587.585,0.0,11175.17,2025-06-21,Retail,Kolkata,2392.2923810300704,L,2
2592,Women,Lifestyle,Blazer Mid,2,6100.23,0.0,12200.46,2024-10-13,Retail,Mumbai,2373.741692885132,M,1
2593,Men,Lifestyle,Dunk Low,2,8747.18,0.0,17494.36,2025-01-04,Retail,Mumbai,5598.1145530616395,L,2
2594,Women,Training,ZoomX Invincible,3,7944.34,0.67,7864.896599999999,2024-02-23,Retail,Hyderabad,2321.572086777834,XL,3
2595,Men,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2024-02-23,Retail,Delhi,3646.769137359056,XL,3
2030,Men,Soccer,Mercurial Superfly,2,6969.28,0.7,4181.568,2025-03-15,Online,Pune,669.8927698087944,M,1
2597,Kids,Running,Air Zoom,3,3348.83,0.0,10046.49,2024-12-05,Online,Bangalore,2854.9464850707814,L,2
2598,Women,Training,Metcon 7,2,9488.84,0.0,18977.68,2024-12-06,Retail,Bangalore,4828.346835305754,M,1
2600,Kids,Lifestyle,Air Force 1,3,6656.01,0.0,19968.03,2024-04-11,Online,Pune,5506.34249655452,M,1
2601,Women,Soccer,Tiempo Legend,1,6041.3,0.0,6041.3,2024-09-27,Retail,Delhi,1994.2181044178544,XL,3
2602,Kids,Running,Free RN,2,3518.53,0.0,7037.06,2024-11-17,Online,Pune,1417.419928517101,XL,3
2603,Women,Running,Air Zoom,2,5548.255,0.0,11096.51,2025-03-18,Online,Hyderabad,2476.1773741804204,L,2
2047,Men,Soccer,Phantom GT,4,6136.45,0.0,24545.8,2024-12-17,Online,Kolkata,5695.639337419645,L,2
2605,Kids,Lifestyle,Dunk Low,2,7206.45,0.0,14412.9,2025-02-01,Online,Bangalore,3035.313597655434,L,2
2606,Women,Lifestyle,Air Force 1,2,4040.65,0.0,8081.3,2025-06-04,Retail,Mumbai,1814.5686796546377,L,2
2607,Women,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2023-08-31,Online,Kolkata,2111.211443706266,L,2
2609,Kids,Soccer,Premier III,2,9649.28,0.0,19298.56,2025-04-26,Online,Bangalore,6553.987131266146,M,1
2610,Women,Lifestyle,Blazer Mid,2,8359.07,0.0,16718.14,2025-05-06,Online,Bangalore,2937.0866939419384,M,1
2612,Women,Training,Flex Trainer,2,6481.055,0.0,12962.11,2023-08-10,Retail,Mumbai,2845.7088434613124,M,1
2614,Women,Running,React Infinity,2,2265.0,0.0,4530.0,2024-05-08,Retail,Bangalore,1471.2126190496017,XL,3
2615,Women,Soccer,Phantom GT,3,3042.37,0.12,8031.8568000000005,2025-03-24,Online,Pune,2418.1439338948935,XL,3
2616,Men,Lifestyle,Waffle One,2,5610.219999999999,0.2,8976.351999999999,2024-06-07,Online,Kolkata,2701.227503701394,XL,3
2618,Kids,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2025-06-23,Retail,Pune,4069.7971321077302,XL,3
2619,Kids,Lifestyle,Waffle One,4,5610.219999999999,0.65,7854.307999999998,2024-01-22,Online,Hyderabad,2076.9491633357247,L,2
2621,Kids,Soccer,Phantom GT,3,6466.57,0.59,7953.8811000000005,2024-05-19,Online,Bangalore,1795.6885137842828,L,2
2622,Kids,Lifestyle,Blazer Mid,2,8073.58,0.0,16147.16,2025-07-04,Online,Pune,5458.531590801477,M,1
2623,Men,Running,Pegasus Turbo,2,4658.42,0.0,9316.84,2025-08-04,Retail,Mumbai,2410.0211963202437,L,2
2625,Kids,Training,Flex Trainer,2,6815.44,0.0,13630.88,2025-02-05,Online,Pune,4541.178833752979,M,1
2626,Men,Running,Air Zoom,2,5550.99,0.0,11101.98,2025-04-21,Retail,Bangalore,2929.640811012048,S,0
2627,Women,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2023-12-31,Online,Delhi,4166.585775906718,S,0
2628,Kids,Basketball,Kyrie Flytrap,4,5562.46,0.44,12459.9104,2025-06-29,Retail,Pune,4238.569702481702,L,2
2629,Kids,Lifestyle,Waffle One,2,5610.219999999999,0.0,11220.439999999999,2024-10-23,Retail,Bangalore,2097.058363604255,XL,3
2631,Women,Basketball,Zoom Freak,2,6172.36,0.0,12344.72,2025-03-16,Online,Kolkata,4127.291415987556,L,2
2632,Men,Running,Pegasus Turbo,2,7504.2,0.99,150.08400000000012,2024-03-10,Online,Pune,43.42607012920346,L,2
2633,Kids,Basketball,Air Jordan,2,5967.92,0.71,3461.3936000000003,2025-06-13,Online,Bangalore,745.8368807002081,L,2
2634,Men,Lifestyle,Waffle One,2,5815.75,0.0,11631.5,2024-08-22,Retail,Bangalore,2157.6934133137725,L,2
2635,Women,Running,React Infinity,2,3934.22,0.0,7868.44,2024-02-28,Online,Kolkata,2518.214106783701,M,1
2637,Kids,Training,SuperRep Go,2,5587.585,0.0,11175.17,2025-04-20,Retail,Hyderabad,3669.3286907156066,L,2
2638,Men,Soccer,Premier III,1,5028.99,0.0,5028.99,2024-01-22,Online,Pune,1307.101591133953,M,1
2639,Men,Lifestyle,Blazer Mid,2,2597.93,0.0,5195.86,2025-06-25,Retail,Pune,1373.0068153829457,XL,3
2640,Kids,Training,ZoomX Invincible,2,7900.02,0.0,15800.04,2024-02-08,Online,Bangalore,3390.226219608561,M,1
2641,Men,Running,React Infinity,2,2890.77,0.0,5781.54,2024-11-27,Online,Bangalore,1160.0616544790885,L,2
2642,Women,Lifestyle,Air Force 1,2,6656.01,0.0,13312.02,2025-05-17,Retail,Pune,3746.34738438198,XL,3
2643,Men,Soccer,Mercurial Superfly,2,6969.28,0.0,13938.56,2025-04-17,Retail,Mumbai,2244.8027720159503,L,2
2022,Kids,Training,ZoomX Invincible,3,6424.68,0.0,19274.04,2024-11-27,Retail,Mumbai,5843.068345497561,L,2
2646,Men,Soccer,Premier III,1,6082.075,0.89,669.0282499999998,2024-10-20,Retail,Kolkata,116.97713206239607,XL,3
2648,Men,Running,React Infinity,2,3477.49,0.54,3199.2907999999998,2025-03-06,Retail,Delhi,730.0774573340035,L,2
2649,Women,Basketball,Kyrie Flytrap,2,6798.48,1.0,0.0,2025-01-02,Retail,Mumbai,0.0,L,2
2650,Men,Lifestyle,Blazer Mid,2,6100.23,0.0,12200.46,2023-08-14,Retail,Bangalore,2140.516617129936,L,2
2651,Kids,Basketball,Air Jordan,1,5967.92,0.0,5967.92,2024-10-27,Online,Kolkata,1125.5743316184412,L,2
2652,Women,Basketball,Air Jordan,2,5967.92,1.0,0.0,2025-10-04,Online,Delhi,0.0,L,2
2653,Men,Running,Pegasus Turbo,2,6178.85,1.0,0.0,2024-10-12,Online,Hyderabad,0.0,M,1
2654,Kids,Soccer,Tiempo Legend,2,6041.3,0.0,12082.6,2024-07-21,Online,Bangalore,2585.7590084064077,M,1
2657,Kids,Running,Air Zoom,4,5548.255,0.0,22193.02,2025-04-07,Online,Delhi,3619.5185028806836,M,1
2658,Women,Lifestyle,Dunk Low,1,6091.98,0.0,6091.98,2025-04-26,Online,Delhi,1371.5579532491658,L,2
2659,Kids,Basketball,LeBron 20,2,9945.56,1.0,0.0,2025-12-05,Online,Hyderabad,0.0,M,1
2660,Men,Training,Flex Trainer,2,6481.055,0.0,12962.11,2024-01-11,Retail,Pune,3759.8046020448564,L,2
2663,Kids,Training,Metcon 7,2,5829.985000000001,0.43,6646.182900000002,2025-06-17,Retail,Delhi,1883.695706384081,L,2
2664,Kids,Running,Pegasus Turbo,2,9103.08,0.0,18206.16,2024-11-12,Online,Mumbai,5664.624179499395,L,2
2667,Women,Lifestyle,Air Force 1,3,9367.66,0.0,28102.98,2025-03-23,Online,Delhi,6656.374869306668,XL,3
2668,Women,Training,ZoomX Invincible,2,6424.68,0.45,7067.148000000001,2024-12-20,Retail,Bangalore,2198.671983529655,M,1
2027,Men,Soccer,Premier III,4,7204.01,0.0,28816.04,2025-06-15,Retail,Delhi,8668.474583840623,XL,3
2671,Kids,Running,Air Zoom,2,9264.49,0.0,18528.98,2025-06-26,Retail,Pune,3461.1965518108727,XL,3
2672,Women,Lifestyle,Air Force 1,2,6656.01,0.0,13312.02,2024-08-04,Online,Mumbai,4355.048699466187,XL,3
2674,Women,Lifestyle,Waffle One,2,4784.45,0.0,9568.9,2025-01-25,Online,Pune,1577.5773729194195,S,0
2675,Women,Soccer,Premier III,3,6082.075,0.0,18246.225,2025-04-04,Online,Hyderabad,5271.688519205407,XL,3
2676,Men,Running,Air Zoom,2,5548.255,0.0,11096.51,2025-05-13,Online,Delhi,2627.1663484774003,L,2
2678,Kids,Running,Pegasus Turbo,2,4240.24,1.0,0.0,2024-06-11,Retail,Pune,0.0,L,2
2679,Men,Training,Flex Trainer,2,2758.08,0.04,5295.513599999999,2024-07-05,Online,Bangalore,1113.2862679352631,M,1
2680,Kids,Training,Metcon 7,2,5829.985000000001,0.0,11659.970000000001,2025-07-21,Retail,Pune,3293.86117952824,L,2
2682,Men,Basketball,LeBron 20,4,6531.36,0.41,15414.009600000001,2024-08-28,Retail,Pune,4599.315916403959,XL,3
2683,Kids,Lifestyle,Dunk Low,1,6091.98,0.0,6091.98,2025-12-06,Online,Mumbai,2085.818274869817,XL,3
2684,Men,Lifestyle,Blazer Mid,2,6100.23,0.73,3294.1242,2025-11-04,Retail,Mumbai,923.7046557647272,L,2
2685,Kids,Lifestyle,Dunk Low,4,6091.98,0.0,24367.92,2025-05-22,Retail,Hyderabad,4100.785417123553,M,1
2686,Women,Lifestyle,Blazer Mid,2,9585.39,1.0,0.0,2025-07-03,Retail,Hyderabad,0.0,L,2
2687,Women,Lifestyle,Waffle One,2,2381.94,0.0,4763.88,2024-09-30,Retail,Delhi,1148.0813074245063,M,1
2031,Women,Soccer,Phantom GT,2,6012.23,0.0,12024.46,2024-07-12,Online,Mumbai,2421.1229865462105,L,2
2689,Women,Basketball,LeBron 20,2,5260.17,0.0,10520.34,2025-01-28,Retail,Mumbai,2140.9985371762823,L,2
2690,Kids,Training,Metcon 7,2,5829.985000000001,0.0,11659.970000000001,2024-11-21,Online,Mumbai,2532.575444247822,S,0
2692,Women,Training,Metcon 7,2,5829.985000000001,0.47,6179.784100000001,2024-06-02,Online,Bangalore,2124.036066138987,XL,3
2693,Kids,Training,ZoomX Invincible,2,6424.68,0.0,12849.36,2025-05-11,Online,Bangalore,2214.478193101765,L,2
2694,Women,Training,Metcon 7,2,5829.985000000001,0.0,11659.970000000001,2024-07-25,Online,Hyderabad,3249.4323695946146,M,1
2695,Men,Basketball,Air Jordan,2,5967.92,0.0,11935.84,2024-12-10,Online,Hyderabad,2547.978335555927,L,2
2696,Women,Lifestyle,Blazer Mid,2,6100.23,1.0,0.0,2024-11-22,Online,Mumbai,0.0,L,2
2697,Men,Basketball,Air Jordan,2,5967.92,0.09,10861.6144,2025-06-25,Online,Delhi,2767.5265210004886,M,1
2699,Men,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2025-02-21,Online,Mumbai,2435.1556778936033,XL,3
2700,Kids,Training,Metcon 7,2,5829.985000000001,0.48,6063.184400000001,2025-07-11,Retail,Bangalore,1065.3673623234665,XL,3
2701,Men,Training,SuperRep Go,2,5587.585,0.0,11175.17,2024-11-29,Online,Delhi,3133.9263951956705,XL,3
2702,Men,Basketball,Kyrie Flytrap,2,5562.46,0.0,11124.92,2024-12-16,Online,Pune,2981.5870080767654,XL,3
2703,Kids,Running,Pegasus Turbo,2,5214.32,0.0,10428.64,2025-06-24,Online,Kolkata,1630.751074167542,L,2
2705,Men,Running,Pegasus Turbo,2,5349.1,0.0,10698.2,2024-01-07,Retail,Pune,2316.0534128696536,L,2
2706,Women,Training,ZoomX Invincible,2,6424.68,0.0,12849.36,2025-08-05,Retail,Kolkata,3735.2915769132655,XL,3
2708,Kids,Basketball,Kyrie Flytrap,2,4523.72,0.0,9047.44,2024-10-14,Online,Hyderabad,2908.612896672915,L,2
2709,Kids,Running,Free RN,1,6302.98,0.48,3277.5496,2025-03-08,Retail,Delhi,932.4621599286962,L,2
2712,Women,Running,Pegasus Turbo,2,5349.1,0.0,10698.2,2024-07-22,Retail,Delhi,3635.5546651837476,XL,3
2713,Men,Lifestyle,Air Force 1,1,7877.36,0.55,3544.8119999999994,2025-05-10,Retail,Kolkata,758.7058222890059,L,2
2026,Women,Running,Air Zoom,2,2491.06,0.0,4982.12,2024-04-09,Retail,Bangalore,1322.0613906219676,L,2
2715,Kids,Basketball,LeBron 20,2,6531.36,1.0,0.0,2025-06-13,Online,Kolkata,0.0,L,2
2716,Kids,Training,SuperRep Go,2,4830.96,0.0,9661.92,2024-11-17,Online,Pune,2314.9518059071947,M,1
2717,Men,Running,Free RN,2,9473.09,0.0,18946.18,2024-11-17,Online,Delhi,5164.86930353106,M,1
2719,Women,Training,Metcon 7,2,4819.76,0.0,9639.52,2024-03-22,Retail,Kolkata,1507.4884249890697,L,2
2721,Kids,Training,Flex Trainer,2,6481.055,0.0,12962.11,2023-11-11,Online,Bangalore,2495.560834296667,L,2
2722,Women,Lifestyle,Dunk Low,2,6091.98,0.09,11087.4036,2024-09-30,Online,Kolkata,3022.194204311517,L,2
2723,Women,Lifestyle,Dunk Low,2,3403.54,0.0,6807.08,2025-03-10,Online,Kolkata,1481.1253319650925,XL,3
2724,Women,Training,Flex Trainer,2,8007.22,0.0,16014.44,2025-01-16,Online,Delhi,4759.8995960976235,L,2
2726,Women,Training,Flex Trainer,2,6481.055,0.48,6740.297200000001,2024-08-19,Retail,Pune,1357.185709550711,L,2
2018,Kids,Soccer,Tiempo Legend,2,6041.3,0.0,12082.6,2025-02-15,Retail,Bangalore,2201.426918378687,L,2
2729,Kids,Training,Flex Trainer,2,6383.55,0.0,12767.1,2025-04-29,Retail,Delhi,3788.242067444488,L,2
2731,Kids,Lifestyle,Dunk Low,3,6091.98,0.0,18275.94,2025-03-28,Online,Kolkata,6084.77920066841,M,1
2732,Women,Training,SuperRep Go,2,3402.8,0.0,6805.6,2025-03-01,Online,Hyderabad,1943.857536044282,M,1
2733,Women,Running,Free RN,2,6743.38,0.0,13486.76,2024-11-22,Online,Pune,2257.843806414531,L,2
2734,Women,Soccer,Tiempo Legend,2,6041.3,0.0,12082.6,2025-07-10,Online,Bangalore,2991.4893918228686,L,2
2735,Kids,Running,Free RN,2,6299.575,0.0,12599.15,2024-08-05,Online,Kolkata,4031.321799609716,XL,3
2736,Men,Soccer,Tiempo Legend,2,6041.3,0.49,6162.126,2025-02-22,Retail,Delhi,1203.3882868803726,L,2
2737,Kids,Basketball,Kyrie Flytrap,2,5562.46,0.0,11124.92,2024-09-10,Retail,Mumbai,2362.187984510604,XL,3
2738,Women,Training,ZoomX Invincible,3,6424.68,0.39,11757.1644,2025-05-11,Retail,Pune,3602.1545220299504,M,1
2739,Kids,Running,Free RN,2,6299.575,0.26,9323.371,2025-02-04,Online,Kolkata,2108.703874282377,L,2
2741,Women,Training,SuperRep Go,2,5241.9,0.0,10483.8,2025-01-15,Online,Hyderabad,2263.5545377850535,L,2
2742,Kids,Lifestyle,Blazer Mid,2,7063.25,0.0,14126.5,2024-11-14,Online,Mumbai,3836.2184800661157,XL,3
2745,Men,Soccer,Phantom GT,2,6012.23,0.94,721.4676000000006,2024-12-31,Retail,Hyderabad,227.00695102870765,XL,3
2746,Women,Basketball,Air Jordan,2,9795.69,0.0,19591.38,2024-09-21,Online,Mumbai,3108.4354517767933,L,2
2748,Men,Basketball,Kyrie Flytrap,2,5562.46,0.05,10568.673999999999,2024-08-14,Retail,Pune,2931.897597504214,XL,3
2028,Kids,Training,ZoomX Invincible,2,5474.79,0.0,10949.58,2025-03-01,Online,Pune,2840.0087463022546,L,2
2751,Men,Basketball,Air Jordan,2,4776.83,0.0,9553.66,2025-03-09,Retail,Delhi,2371.967338610134,XL,3
2752,Kids,Lifestyle,Waffle One,2,5610.219999999999,0.0,11220.439999999999,2025-02-23,Retail,Pune,3766.5112976029022,L,2
2753,Men,Running,Pegasus Turbo,2,5349.1,0.0,10698.2,2024-12-02,Retail,Kolkata,2966.522272235694,L,2
2754,Kids,Training,ZoomX Invincible,1,6424.68,0.0,6424.68,2025-01-03,Online,Kolkata,1612.6671568617646,XL,3
2755,Men,Running,React Infinity,3,8574.0,0.0,25722.0,2024-12-24,Online,Bangalore,8703.249260481214,M,1
2756,Women,Lifestyle,Waffle One,2,8510.85,1.0,0.0,2023-09-21,Retail,Bangalore,0.0,L,2
2757,Men,Soccer,Phantom GT,2,3101.14,0.0,6202.28,2025-05-21,Online,Hyderabad,2144.0679625573234,L,2
2759,Kids,Soccer,Premier III,2,6082.075,0.0,12164.15,2024-01-26,Retail,Delhi,2269.766862065858,L,2
2760,Men,Training,SuperRep Go,2,5587.585,0.0,11175.17,2025-05-28,Online,Mumbai,3524.0529704660717,S,0
2763,Women,Soccer,Phantom GT,4,3328.58,0.0,13314.32,2024-07-31,Online,Pune,2545.8345537322302,L,2
2764,Kids,Lifestyle,Blazer Mid,2,7776.94,0.0,15553.88,2025-03-17,Retail,Kolkata,2421.402778110468,L,2
2765,Women,Soccer,Premier III,2,6370.84,0.0,12741.68,2025-06-24,Online,Mumbai,3623.63367435015,M,1
2766,Women,Lifestyle,Dunk Low,2,2609.07,0.0,5218.14,2024-12-23,Retail,Mumbai,1723.2068168804778,L,2
2767,Kids,Basketball,Zoom Freak,2,6887.39,0.0,13774.78,2025-07-21,Online,Delhi,2374.0924310193004,L,2
2768,Men,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2025-01-03,Online,Pune,2439.208789534745,L,2
2050,Men,Basketball,LeBron 20,2,8335.48,0.57,7168.5128,2025-06-30,Retail,Mumbai,1315.4227777801177,L,2
2770,Men,Soccer,Tiempo Legend,2,6041.3,0.7,3624.7800000000007,2024-08-22,Online,Kolkata,943.8137076118335,M,1
2771,Men,Running,Pegasus Turbo,2,5222.92,0.0,10445.84,2025-05-26,Online,Delhi,1738.0618409526305,M,1
2772,Kids,Basketball,Zoom Freak,2,6172.36,0.0,12344.72,2025-04-01,Online,Pune,3512.0526129648106,XL,3
2776,Men,Training,Flex Trainer,2,6481.055,0.0,12962.11,2025-03-17,Retail,Mumbai,3233.9872665822595,L,2
2778,Kids,Soccer,Phantom GT,2,4462.26,0.0,8924.52,2025-06-20,Online,Hyderabad,2453.2227888092116,L,2
2779,Kids,Basketball,Kyrie Flytrap,2,5562.46,0.09,10123.6772,2024-12-06,Online,Bangalore,2042.8050242595712,L,2
2781,Men,Training,Metcon 7,1,6546.59,0.68,2094.9087999999997,2023-09-03,Retail,Bangalore,666.7855374086404,XL,3
2783,Women,Running,React Infinity,2,6346.35,0.36,8123.328,2024-08-09,Retail,Pune,2047.151524136859,L,2
2784,Women,Basketball,Kyrie Flytrap,2,5562.46,0.0,11124.92,2025-01-28,Online,Pune,3305.7366734315065,M,1
2785,Women,Lifestyle,Blazer Mid,2,6100.23,0.0,12200.46,2024-10-20,Retail,Hyderabad,2458.115208028672,L,2
2786,Women,Lifestyle,Blazer Mid,2,6100.23,0.59,5002.1886,2024-10-20,Online,Hyderabad,1612.065136088937,M,1
2787,Kids,Training,Metcon 7,3,3440.88,0.0,10322.64,2024-08-31,Online,Pune,2270.9263255029273,XL,3
2788,Women,Soccer,Mercurial Superfly,2,7478.84,0.0,14957.68,2024-01-04,Retail,Hyderabad,2844.877306647878,M,1
2789,Kids,Lifestyle,Dunk Low,2,6091.98,0.0,12183.96,2024-01-15,Retail,Kolkata,2304.685055974755,M,1
2790,Kids,Running,React Infinity,2,6346.35,0.0,12692.7,2024-08-17,Retail,Delhi,2733.9930572428434,XL,3
2791,Kids,Training,Metcon 7,2,5829.985000000001,0.0,11659.970000000001,2024-05-29,Retail,Delhi,2881.49852592251,M,1
2792,Kids,Lifestyle,Waffle One,2,4338.16,0.0,8676.32,2025-08-05,Online,Kolkata,2428.618401773593,L,2
2793,Men,Running,Pegasus Turbo,2,5349.1,0.0,10698.2,2024-10-12,Retail,Bangalore,2412.140888475334,XL,3
2796,Men,Lifestyle,Dunk Low,2,2849.49,0.0,5698.98,2023-11-08,Retail,Mumbai,1200.025188467915,XL,3
2797,Women,Lifestyle,Dunk Low,2,2162.29,0.0,4324.58,2025-03-30,Retail,Delhi,1005.841990744487,L,2
2799,Kids,Training,SuperRep Go,3,2359.47,0.54,3256.0685999999996,2025-08-07,Online,Mumbai,825.8399227251124,L,2
2800,Women,Running,React Infinity,2,8737.08,0.9,1747.4159999999995,2025-03-13,Online,Delhi,516.6619330793292,S,0
2801,Women,Running,React Infinity,2,6346.35,0.0,12692.7,2024-02-13,Retail,Mumbai,3130.93911878457,M,1
2802,Men,Running,Free RN,3,6299.575,0.0,18898.725,2024-01-19,Online,Kolkata,5875.077718258615,L,2
2803,Women,Soccer,Mercurial Superfly,2,6969.28,0.0,13938.56,2023-11-02,Online,Hyderabad,4259.753402837315,XL,3
2805,Women,Running,Pegasus Turbo,2,5349.1,0.82,1925.6760000000006,2023-08-28,Online,Pune,344.4503617508765,L,2
2806,Kids,Basketball,Kyrie Flytrap,3,4466.78,0.0,13400.34,2024-02-10,Online,Bangalore,2873.1976619223483,S,0
2807,Kids,Training,ZoomX Invincible,2,6424.68,0.0,12849.36,2024-01-10,Online,Hyderabad,4137.328647559618,L,2
2811,Men,Basketball,Zoom Freak,3,9153.02,0.0,27459.06,2025-01-24,Retail,Bangalore,8232.116086255994,M,1
2812,Men,Basketball,LeBron 20,2,9507.39,0.01,18824.6322,2024-08-08,Online,Kolkata,4216.582155464479,L,2
2814,Kids,Running,React Infinity,2,6346.35,0.0,12692.7,2024-10-07,Online,Delhi,4199.901514138003,M,1
2816,Men,Basketball,LeBron 20,3,5983.35,0.0,17950.050000000003,2025-01-22,Retail,Hyderabad,3023.534537542242,M,1
2032,Women,Soccer,Mercurial Superfly,2,6969.28,0.96,557.5424000000005,2024-10-16,Online,Kolkata,158.44115784205925,L,2
2818,Kids,Soccer,Premier III,2,6082.075,0.0,12164.15,2025-05-08,Retail,Pune,3939.886257658017,L,2
2819,Kids,Soccer,Premier III,2,7645.41,0.0,15290.82,2025-01-20,Retail,Bangalore,3419.698670304488,M,1
2820,Women,Lifestyle,Blazer Mid,4,8659.15,0.0,34636.6,2024-08-05,Online,Mumbai,8281.565658789794,M,1
2821,Kids,Lifestyle,Air Force 1,2,3360.35,0.0,6720.7,2025-04-08,Online,Delhi,1163.2485128760945,L,2
2822,Women,Lifestyle,Blazer Mid,2,8314.34,0.0,16628.68,2025-10-07,Retail,Bangalore,4772.756970410745,L,2
2823,Men,Soccer,Mercurial Superfly,1,6969.28,0.0,6969.28,2024-07-27,Retail,Mumbai,1902.1696613279285,L,2
2824,Men,Basketball,Air Jordan,4,5123.35,0.0,20493.4,2024-11-02,Online,Mumbai,5367.186243197662,L,2
2827,Men,Basketball,Air Jordan,2,4278.28,1.0,0.0,2025-01-27,Retail,Hyderabad,0.0,L,2
2828,Women,Training,ZoomX Invincible,2,2095.0,0.0,4190.0,2024-05-09,Online,Hyderabad,960.7187894310389,XL,3
2829,Men,Basketball,LeBron 20,2,6531.36,0.0,13062.72,2024-07-17,Online,Kolkata,2478.267925989802,XL,3
2831,Women,Training,SuperRep Go,4,5587.585,0.0,22350.34,2024-11-10,Online,Mumbai,7222.678084024853,S,0
2832,Kids,Basketball,Kyrie Flytrap,2,5562.46,0.15,9456.182,2024-05-17,Retail,Hyderabad,2765.8477888988473,L,2
2833,Women,Training,Flex Trainer,4,2224.9,0.0,8899.6,2025-01-19,Online,Pune,2567.771264850733,XL,3
2834,Kids,Training,Flex Trainer,2,9544.08,0.0,19088.16,2024-09-05,Retail,Kolkata,3356.6444739782078,M,1
2835,Women,Lifestyle,Air Force 1,2,9240.64,0.63,6838.0736,2024-10-07,Retail,Pune,2297.386586144854,L,2
2836,Men,Basketball,Kyrie Flytrap,2,9098.9,0.75,4549.45,2025-07-22,Retail,Delhi,1568.137577466506,L,2
2838,Women,Basketball,Air Jordan,4,8605.73,0.0,34422.92,2025-08-01,Retail,Pune,8859.622340230942,XL,3
2839,Men,Lifestyle,Waffle One,2,5610.219999999999,0.0,11220.439999999999,2025-03-03,Online,Hyderabad,2140.832237405311,S,0
