Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Transaction_Type,Profit_Flag
2315,Men,Basketball,Kyrie Flytrap,M,2,9149.88,0.71,5306.93,2024-12-11,Retail,Hyderabad,143.06,Sale,Valid
2317,Men,Training,Flex Trainer,M,1,9695.44,1.0,0.0,2024-09-13,Online,Kolkata,32.45,Sale,Review
2318,Men,Soccer,Phantom GT,11,2,6012.23,0.25,9018.34,2025-04-04,Retail,Delhi,1894.17,Sale,Valid
2319,Women,Basketball,Kyrie Flytrap,L,1,5649.99,0.0,5649.99,2025-06-29,Online,Delhi,2141.68,Return,Valid
2320,Kids,Running,Pegasus Turbo,XL,1,4033.28,0.0,4033.28,2025-01-23,Retail,Hyderabad,1265.74,Sale,Valid
2321,Men,Lifestyle,Dunk Low,8,2,6091.98,0.0,12183.96,2024-06-10,Online,Mumbai,-362.47,Sale,Valid
2323,Men,Lifestyle,Dunk Low,,2,6537.29,0.0,13074.58,2025-05-01,Online,Bangalore,-453.11,Sale,Valid
2326,Women,Lifestyle,Dunk Low,XL,4,9936.94,0.0,39747.76,2024-10-12,Retail,Kolkata,2047.65,Sale,Valid
2327,Men,Training,Flex Trainer,XL,4,6640.67,0.0,26562.68,2025-03-21,Retail,Delhi,3402.41,Sale,Valid
2328,Men,Lifestyle,Waffle One,6,2,6449.46,0.29,9158.23,2024-09-11,Online,Mumbai,39.69,Sale,Valid
2329,Men,Basketball,Kyrie Flytrap,L,4,4981.26,0.0,19925.04,2025-05-06,Online,Mumbai,1833.07,Sale,Valid
2330,Women,Training,Flex Trainer,XL,1,6481.055,0.06,6092.19,2024-10-22,Online,Mumbai,-648.08,Sale,Valid
2331,Kids,Basketball,Kyrie Flytrap,L,2,9023.07,0.0,18046.14,2024-11-23,Retail,Mumbai,-304.92,Sale,Valid
2332,Kids,Training,Flex Trainer,,1,6481.055,0.22,5055.22,2024-07-15,Retail,Pune,2914.06,Return,Valid
2334,Women,Training,SuperRep Go,L,4,5587.585,0.82,4023.06,2024-06-06,Retail,Mumbai,-80.25,Sale,Valid
2336,Kids,Soccer,Mercurial Superfly,8,4,8482.43,0.0,33929.72,2023-10-22,Online,Pune,3854.71,Sale,Valid
2337,Women,Training,SuperRep Go,,1,5587.585,0.0,5587.58,2024-10-17,Online,Pune,3186.84,Sale,Valid
2340,Women,Running,Free RN,7,3,6299.575,0.91,1700.89,2024-08-07,Online,Mumbai,-425.99,Sale,Valid
2341,Women,Lifestyle,Waffle One,11,2,5349.78,0.0,10699.56,2025-04-22,Online,Hyderabad,-280.18,Sale,Valid
2342,Women,Training,Metcon 7,XL,1,5744.7,0.0,5744.7,2024-08-19,Retail,Kolkata,3463.09,Sale,Valid
2344,Kids,Training,ZoomX Invincible,10,1,6424.68,0.65,2248.64,2025-06-20,Online,Kolkata,938.88,Return,Valid
2347,Men,Training,Flex Trainer,L,1,9653.35,0.0,9653.35,2024-09-21,Retail,Bangalore,3511.89,Sale,Valid
2348,Kids,Training,Metcon 7,XL,1,6591.41,0.0,6591.41,2025-04-29,Retail,Delhi,2604.68,Sale,Valid
2349,Kids,Soccer,Tiempo Legend,10,3,5830.525,0.0,17491.57,2023-10-25,Online,Delhi,-902.62,Sale,Valid
2350,Men,Running,Air Zoom,,4,8228.88,0.0,32915.52,2025-03-21,Retail,Delhi,2494.5,Sale,Valid
2351,Men,Basketball,LeBron 20,11,3,4179.34,0.0,12538.02,2024-07-29,Retail,Pune,2363.69,Sale,Valid
2352,Men,Basketball,LeBron 20,M,2,6630.92,0.0,13261.84,2025-03-24,Online,Bangalore,599.21,Sale,Valid
2355,Women,Lifestyle,Waffle One,L,1,5349.78,0.0,5349.78,2024-07-26,Retail,Bangalore,-887.83,Sale,Valid
2356,Men,Basketball,Air Jordan,L,2,5974.92,0.0,11949.84,2025-02-17,Retail,Pune,543.26,Sale,Valid
2357,Women,Lifestyle,Air Force 1,M,2,6554.6849999999995,1.0,0.0,2025-04-28,Retail,Bangalore,-1199.32,Sale,Valid
2358,Men,Basketball,LeBron 20,M,4,6630.92,0.0,26523.68,2025-02-24,Online,Pune,1819.6,Sale,Valid
2360,Women,Training,Metcon 7,XL,1,5744.7,0.85,861.71,2024-07-12,Online,Hyderabad,1947.5,Sale,Review
2362,Women,Lifestyle,Blazer Mid,XL,2,5786.02,1.0,0.0,2024-12-09,Online,Bangalore,3817.26,Sale,Review
2363,Kids,Running,Pegasus Turbo,XL,1,5419.15,1.0,0.0,2025-01-07,Retail,Hyderabad,-597.61,Sale,Valid
2365,Women,Running,React Infinity,10,1,6346.35,0.0,6346.35,2024-08-17,Online,Hyderabad,3555.61,Sale,Valid
2366,Kids,Lifestyle,Waffle One,M,2,5349.78,0.63,3958.84,2025-05-08,Retail,Bangalore,3737.47,Sale,Valid
2367,Kids,Lifestyle,Dunk Low,XL,4,6202.99,0.84,3969.91,2024-11-12,Online,Bangalore,-202.12,Sale,Valid
2368,Women,Lifestyle,Waffle One,L,2,5582.98,0.0,11165.96,2023-08-04,Retail,Delhi,2369.28,Sale,Valid
2370,Men,Running,Pegasus Turbo,L,2,5286.01,0.0,10572.02,2025-02-04,Online,Delhi,867.37,Sale,Valid
2371,Kids,Training,Flex Trainer,,1,6481.055,0.05,6157.0,2025-04-15,Online,Kolkata,3424.65,Sale,Valid
2372,Men,Running,Free RN,,1,7624.86,0.0,7624.86,2025-05-23,Online,Kolkata,3365.96,Sale,Valid
2373,Women,Lifestyle,Air Force 1,XL,2,8637.25,0.35,11228.42,2024-09-22,Retail,Kolkata,2738.82,Sale,Valid
2375,Men,Training,Metcon 7,,1,9061.25,0.0,9061.25,2025-05-04,Retail,Mumbai,990.59,Return,Valid
2376,Men,Lifestyle,Dunk Low,XL,2,3718.82,0.88,892.52,2024-10-03,Online,Delhi,-234.66,Sale,Valid
2377,Men,Basketball,LeBron 20,,4,6630.92,0.0,26523.68,2025-02-07,Online,Mumbai,2438.24,Sale,Valid
2378,Women,Basketball,LeBron 20,XL,1,6630.92,0.0,6630.92,2024-04-11,Retail,Mumbai,2107.42,Return,Valid
2379,Men,Lifestyle,Air Force 1,L,4,6554.6849999999995,0.0,26218.74,2024-04-09,Online,Mumbai,3289.77,Sale,Valid
2380,Men,Soccer,Phantom GT,M,1,7932.85,0.0,7932.85,2024-09-12,Retail,Delhi,2707.27,Sale,Valid
2381,Kids,Lifestyle,Dunk Low,M,3,4834.65,1.0,0.0,2024-10-12,Retail,Pune,213.96,Sale,Review
2382,Men,Lifestyle,Waffle One,L,4,5349.78,0.0,21399.12,2024-03-09,Retail,Mumbai,787.42,Sale,Valid
2384,Women,Training,SuperRep Go,,3,2070.97,1.0,0.0,2024-05-09,Online,Delhi,42.89,Sale,Review
2385,Men,Training,Metcon 7,,1,5744.7,0.0,5744.7,2024-03-10,Retail,Delhi,1443.09,Sale,Valid
2386,Men,Basketball,Kyrie Flytrap,M,2,2271.77,0.0,4543.54,2025-07-13,Online,Pune,2029.55,Sale,Valid
2387,Women,Basketball,Kyrie Flytrap,,3,5584.225,0.0,16752.68,2024-09-21,Online,Pune,1042.09,Sale,Valid
2388,Kids,Running,Air Zoom,L,1,5321.46,0.0,5321.46,2024-09-02,Retail,Bangalore,2587.26,Sale,Valid
2390,Kids,Lifestyle,Waffle One,XL,1,5349.78,0.0,5349.78,2025-05-24,Online,Delhi,496.54,Return,Valid
2394,Kids,Lifestyle,Air Force 1,XL,2,6554.6849999999995,0.2,10487.5,2023-08-18,Online,Delhi,-133.03,Sale,Valid
2395,Kids,Soccer,Premier III,XL,1,6060.035,0.0,6060.04,2025-07-08,Online,Pune,85.0,Sale,Valid
2396,Men,Basketball,Air Jordan,L,2,5967.92,0.03,11577.76,2025-09-06,Retail,Pune,859.93,Sale,Valid
2397,Men,Soccer,Phantom GT,XL,2,6012.23,0.0,12024.46,2023-12-27,Retail,Mumbai,3996.96,Sale,Valid
2399,Women,Running,Air Zoom,L,1,6188.29,0.0,6188.29,2024-08-07,Retail,Pune,515.6,Return,Valid
2025,Kids,Training,ZoomX Invincible,XL,4,6743.07,0.0,26972.28,2024-10-09,Online,Pune,-277.41,Sale,Valid
2402,Kids,Running,React Infinity,,1,6437.85,0.0,6437.85,2025-03-09,Online,Mumbai,1231.3,Sale,Valid
2403,Women,Running,React Infinity,XL,1,6346.35,1.0,0.0,2024-08-24,Retail,Delhi,1309.54,Sale,Review
2404,Men,Lifestyle,Blazer Mid,XL,2,5786.02,0.09,10530.56,2024-01-25,Online,Pune,-501.36,Sale,Valid
2405,Men,Basketball,Kyrie Flytrap,6,1,5584.225,0.0,5584.22,2024-11-17,Online,Kolkata,69.95,Sale,Valid
2406,Men,Training,Metcon 7,L,4,6458.72,0.0,25834.88,2023-09-17,Online,Mumbai,402.0,Sale,Valid
2407,Kids,Running,Free RN,6,1,9193.15,0.0,9193.15,2023-12-30,Online,Kolkata,521.77,Sale,Valid
2408,Men,Soccer,Premier III,XL,1,6060.035,0.0,6060.04,2024-10-09,Retail,Bangalore,1731.86,Sale,Valid
2409,Men,Basketball,Zoom Freak,M,2,6172.36,0.0,12344.72,2025-01-19,Retail,Bangalore,2993.72,Sale,Valid
2410,Kids,Basketball,Air Jordan,,2,5974.92,1.0,0.0,2025-03-27,Retail,Hyderabad,1344.49,Sale,Review
2414,Women,Basketball,Air Jordan,XL,2,8141.8,0.0,16283.6,2024-01-25,Online,Hyderabad,-829.35,Sale,Valid
2415,Women,Running,Free RN,8,3,6178.39,0.0,18535.17,2024-07-22,Retail,Bangalore,73.75,Sale,Valid
2416,Kids,Soccer,Mercurial Superfly,9,3,6245.23,1.0,0.0,2024-12-14,Retail,Mumbai,3485.64,Sale,Review
2417,Men,Lifestyle,Dunk Low,,2,8293.38,1.0,0.0,2024-12-29,Retail,Bangalore,1727.06,Sale,Review
2418,Men,Soccer,Phantom GT,XL,2,9288.75,0.54,8545.65,2025-04-29,Retail,Mumbai,3110.43,Sale,Valid
2419,Men,Lifestyle,Dunk Low,L,2,8738.99,0.47,9263.33,2024-07-14,Online,Hyderabad,2868.49,Sale,Valid
2420,Kids,Basketball,Zoom Freak,9,2,6172.36,1.0,0.0,2024-04-11,Online,Hyderabad,1664.6,Sale,Review
2421,Women,Running,React Infinity,M,2,8136.39,0.0,16272.78,2025-03-10,Retail,Pune,3398.15,Sale,Valid
2422,Kids,Soccer,Tiempo Legend,,4,5830.525,0.0,23322.1,2024-07-23,Retail,Mumbai,3044.66,Sale,Valid
2425,Kids,Training,ZoomX Invincible,XL,1,6424.68,0.38,3983.3,2024-12-30,Online,Bangalore,3058.78,Sale,Valid
2426,Kids,Lifestyle,Dunk Low,M,2,2278.67,0.56,2005.23,2025-05-03,Retail,Pune,-72.52,Sale,Valid
2427,Men,Running,Pegasus Turbo,7,1,2904.11,0.0,2904.11,2025-06-13,Online,Delhi,1683.98,Sale,Valid
2428,Kids,Basketball,Kyrie Flytrap,12,2,5584.225,0.0,11168.45,2024-07-12,Retail,Mumbai,427.51,Sale,Valid
2429,Kids,Lifestyle,Dunk Low,L,2,6091.98,0.0,12183.96,2025-05-25,Online,Mumbai,550.48,Sale,Valid
2430,Women,Soccer,Tiempo Legend,12,3,5830.525,0.1,15742.42,2025-07-09,Online,Pune,215.3,Sale,Valid
2431,Women,Lifestyle,Blazer Mid,L,1,5786.02,0.0,5786.02,2024-11-15,Online,Hyderabad,1627.78,Sale,Valid
2432,Women,Basketball,Zoom Freak,L,1,3036.61,0.86,425.13,2024-10-26,Online,Mumbai,3754.3,Sale,Review
2434,Kids,Training,Metcon 7,M,1,3019.25,0.79,634.04,2025-02-11,Online,Hyderabad,387.15,Return,Valid
2435,Kids,Lifestyle,Waffle One,XL,2,5853.58,0.0,11707.16,2024-04-01,Retail,Kolkata,2378.82,Sale,Valid
2437,Women,Running,Pegasus Turbo,XL,3,5286.01,0.53,7453.27,2024-07-31,Retail,Hyderabad,-281.42,Sale,Valid
2438,Men,Training,Metcon 7,8,1,5744.7,0.0,5744.7,2024-11-24,Retail,Mumbai,2965.39,Sale,Valid
2439,Men,Lifestyle,Blazer Mid,L,1,3239.59,0.0,3239.59,2025-03-03,Retail,Bangalore,3467.1,Return,Review
2440,Women,Basketball,Kyrie Flytrap,XL,1,7510.8,0.0,7510.8,2024-12-11,Retail,Kolkata,2989.6,Return,Valid
2442,Men,Soccer,Tiempo Legend,L,2,5830.525,0.04,11194.61,2025-01-26,Online,Mumbai,3083.26,Sale,Valid
2443,Women,Basketball,LeBron 20,M,1,6271.66,0.0,6271.66,2025-03-15,Retail,Mumbai,2449.43,Sale,Valid
2444,Women,Lifestyle,Blazer Mid,XL,3,3676.04,0.0,11028.12,2025-05-25,Retail,Pune,1621.74,Sale,Valid
2445,Women,Basketball,Air Jordan,XL,2,5974.92,0.0,11949.84,2024-02-12,Online,Kolkata,141.93,Sale,Valid
2447,Kids,Lifestyle,Waffle One,XL,2,5349.78,0.0,10699.56,2024-05-04,Online,Kolkata,1291.8,Sale,Valid
2449,Women,Training,SuperRep Go,,1,3664.69,0.0,3664.69,2025-02-03,Retail,Hyderabad,-173.68,Return,Valid
2450,Men,Basketball,Air Jordan,12,2,7520.63,0.0,15041.26,2025-07-19,Online,Kolkata,1786.43,Sale,Valid
2451,Kids,Soccer,Premier III,,2,6060.035,0.54,5575.23,2023-11-04,Online,Mumbai,2233.57,Sale,Valid
2454,Women,Soccer,Tiempo Legend,XL,2,5830.525,0.19,9445.45,2025-02-25,Online,Bangalore,3100.44,Sale,Valid
2455,Women,Training,Metcon 7,,1,4071.46,0.0,4071.46,2025-03-22,Retail,Delhi,2003.31,Sale,Valid
2458,Kids,Soccer,Phantom GT,,2,6012.23,0.0,12024.46,2023-12-20,Retail,Pune,573.21,Sale,Valid
2459,Kids,Basketball,Air Jordan,M,2,3572.52,0.0,7145.04,2024-04-20,Retail,Kolkata,-404.04,Sale,Valid
2460,Women,Basketball,Zoom Freak,XL,2,5482.96,0.35,7127.85,2024-11-04,Online,Kolkata,-823.8,Sale,Valid
2462,Men,Basketball,Zoom Freak,8,2,4468.7,0.49,4558.07,2025-01-23,Retail,Pune,2143.6,Sale,Valid
2037,Women,Running,React Infinity,XL,1,6346.35,0.0,6346.35,2024-10-04,Online,Delhi,438.39,Sale,Valid
2464,Women,Lifestyle,Blazer Mid,XL,3,2699.59,0.0,8098.77,2024-06-30,Retail,Hyderabad,3507.56,Sale,Valid
2465,Kids,Lifestyle,Blazer Mid,7,1,7814.02,0.0,7814.02,2025-03-22,Retail,Pune,684.07,Sale,Valid
2466,Women,Soccer,Mercurial Superfly,,1,6569.65,0.0,6569.65,2025-07-05,Retail,Pune,3056.38,Return,Valid
2467,Kids,Training,SuperRep Go,M,1,8484.82,0.0,8484.82,2023-11-05,Online,Mumbai,1899.54,Sale,Valid
2469,Men,Training,Metcon 7,XL,4,5744.7,1.0,0.0,2025-05-21,Retail,Mumbai,-279.26,Sale,Valid
2470,Men,Soccer,Mercurial Superfly,L,2,6769.465,0.0,13538.93,2024-07-11,Online,Delhi,1099.17,Sale,Valid
2472,Men,Basketball,LeBron 20,L,2,2255.65,0.0,4511.3,2025-04-05,Online,Mumbai,560.7,Sale,Valid
2474,Kids,Training,Metcon 7,M,1,5744.7,0.0,5744.7,2024-12-21,Retail,Delhi,115.11,Sale,Valid
2475,Men,Running,Free RN,L,2,6299.575,1.0,0.0,2025-01-07,Online,Bangalore,3885.97,Sale,Review
2477,Women,Training,ZoomX Invincible,M,1,5923.67,0.0,5923.67,2024-09-30,Online,Hyderabad,-177.68,Sale,Valid
2478,Women,Soccer,Mercurial Superfly,,2,6769.465,0.62,5144.79,2025-12-05,Online,Pune,-223.4,Sale,Valid
2480,Men,Basketball,Kyrie Flytrap,M,2,5584.225,0.0,11168.45,2024-08-20,Retail,Pune,25.18,Sale,Valid
2481,Women,Soccer,Premier III,7,1,9145.37,0.07,8505.19,2025-04-17,Online,Pune,1755.19,Sale,Valid
2482,Men,Lifestyle,Air Force 1,XL,2,6554.6849999999995,0.0,13109.37,2024-09-14,Online,Mumbai,2642.8,Sale,Valid
2483,Kids,Running,Free RN,,1,6299.575,0.0,6299.58,2025-05-17,Retail,Delhi,856.75,Return,Valid
2484,Men,Soccer,Mercurial Superfly,10,2,5308.26,1.0,0.0,2025-10-05,Retail,Bangalore,1189.82,Sale,Review
2485,Kids,Running,Air Zoom,M,1,9307.2,0.0,9307.2,2024-12-17,Online,Hyderabad,16.06,Sale,Valid
2487,Men,Running,Air Zoom,L,3,5881.13,0.8,3528.68,2025-03-31,Online,Hyderabad,2108.4,Sale,Valid
2489,Men,Lifestyle,Air Force 1,,4,6554.6849999999995,0.18,21499.37,2024-02-10,Retail,Hyderabad,1415.34,Sale,Valid
2490,Women,Soccer,Premier III,L,3,5015.19,0.75,3761.39,2024-11-26,Online,Hyderabad,-494.53,Sale,Valid
2491,Kids,Soccer,Phantom GT,M,2,8998.44,0.0,17996.88,2025-05-28,Online,Bangalore,-432.44,Sale,Valid
2493,Women,Soccer,Premier III,,3,6042.94,0.0,18128.82,2024-11-26,Retail,Kolkata,1659.75,Sale,Valid
2494,Kids,Lifestyle,Dunk Low,,2,6091.98,0.0,12183.96,2024-11-20,Retail,Mumbai,1007.7,Sale,Valid
2495,Kids,Basketball,LeBron 20,,3,6630.92,1.0,0.0,2025-01-20,Retail,Bangalore,36.16,Sale,Review
2496,Kids,Running,React Infinity,M,2,4110.72,0.32,5590.58,2024-12-24,Retail,Bangalore,3894.95,Sale,Valid
2497,Kids,Basketball,Air Jordan,XL,1,5974.92,0.0,5974.92,2023-11-29,Online,Mumbai,2592.98,Sale,Valid
2498,Kids,Training,ZoomX Invincible,,1,6424.68,0.0,6424.68,2025-01-06,Retail,Pune,1574.98,Sale,Valid
2499,Women,Soccer,Premier III,L,2,8347.87,0.0,16695.74,2024-06-07,Retail,Hyderabad,1488.3,Sale,Valid
2500,Kids,Running,Pegasus Turbo,,1,5286.01,0.99,52.86,2025-07-06,Online,Bangalore,3100.16,Sale,Review
2501,Women,Lifestyle,Air Force 1,L,2,6453.36,0.0,12906.72,2025-04-06,Retail,Kolkata,2321.06,Sale,Valid
2503,Women,Training,ZoomX Invincible,XL,1,6424.68,0.0,6424.68,2025-01-20,Online,Bangalore,-173.16,Return,Valid
2505,Women,Running,Free RN,9,1,6299.575,1.0,0.0,2025-03-07,Online,Bangalore,3748.24,Sale,Review
2506,Men,Training,SuperRep Go,,1,2225.73,0.0,2225.73,2025-05-27,Online,Delhi,276.63,Sale,Valid
2507,Men,Soccer,Phantom GT,L,2,6012.23,0.0,12024.46,2024-03-13,Retail,Hyderabad,2116.53,Sale,Valid
2509,Men,Running,React Infinity,L,1,6346.35,0.0,6346.35,2024-11-23,Online,Bangalore,1086.09,Sale,Valid
2511,Men,Running,Pegasus Turbo,,1,6310.25,0.1,5679.22,2025-02-13,Online,Bangalore,2399.42,Return,Valid
2513,Women,Basketball,Zoom Freak,XL,4,9848.8,0.0,39395.2,2024-10-11,Online,Pune,2764.66,Sale,Valid
2514,Kids,Basketball,Air Jordan,M,1,5974.92,0.0,5974.92,2025-05-26,Online,Bangalore,1790.41,Sale,Valid
2516,Kids,Running,React Infinity,,1,6346.35,0.0,6346.35,2024-01-21,Online,Pune,157.65,Sale,Valid
2518,Women,Basketball,Air Jordan,L,2,5974.92,1.0,0.0,2024-07-03,Retail,Delhi,-703.61,Sale,Valid
2519,Women,Running,React Infinity,L,1,9701.72,0.0,9701.72,2024-11-10,Online,Hyderabad,-835.82,Sale,Valid
2520,Kids,Soccer,Mercurial Superfly,,2,6769.465,0.14,11643.48,2025-09-05,Online,Bangalore,-945.88,Sale,Valid
2521,Kids,Lifestyle,Blazer Mid,M,4,3645.35,0.0,14581.4,2024-09-25,Online,Kolkata,3265.83,Sale,Valid
2522,Men,Running,Pegasus Turbo,XL,4,6243.91,0.0,24975.64,2024-02-13,Retail,Kolkata,-199.13,Sale,Valid
2523,Men,Basketball,LeBron 20,M,2,7007.6,0.0,14015.2,2024-07-08,Retail,Kolkata,2068.49,Sale,Valid
2524,Women,Lifestyle,Air Force 1,XL,2,6554.6849999999995,0.0,13109.37,2024-11-21,Online,Kolkata,997.53,Sale,Valid
2525,Women,Training,Metcon 7,XL,2,5744.7,0.0,11489.4,2025-02-18,Retail,Kolkata,3453.18,Sale,Valid
2526,Kids,Lifestyle,Waffle One,10,1,5349.78,0.0,5349.78,2024-08-01,Retail,Hyderabad,3188.07,Sale,Valid
2527,Men,Lifestyle,Air Force 1,XL,2,7408.91,0.0,14817.82,2024-03-18,Online,Delhi,-138.78,Sale,Valid
2528,Women,Training,ZoomX Invincible,11,2,6424.68,0.0,12849.36,2025-10-06,Online,Delhi,134.1,Sale,Valid
2530,Women,Lifestyle,Dunk Low,M,2,4357.79,0.0,8715.58,2025-02-27,Retail,Mumbai,3936.13,Sale,Valid
2531,Men,Soccer,Premier III,XL,2,6060.035,0.0,12120.07,2025-09-04,Online,Hyderabad,2875.41,Sale,Valid
2532,Men,Soccer,Tiempo Legend,L,2,5830.525,0.0,11661.05,2025-04-17,Retail,Bangalore,72.78,Sale,Valid
2533,Women,Training,Flex Trainer,L,1,6481.055,1.0,0.0,2024-01-31,Online,Mumbai,2155.46,Sale,Review
2535,Men,Soccer,Tiempo Legend,XL,2,2786.84,0.21,4403.21,2025-01-25,Online,Mumbai,3345.36,Sale,Valid
2536,Kids,Running,Air Zoom,M,1,2221.78,0.55,999.8,2024-02-10,Retail,Delhi,-1091.66,Sale,Valid
2537,Women,Lifestyle,Waffle One,M,2,5349.78,0.0,10699.56,2025-05-30,Retail,Bangalore,2596.8,Sale,Valid
2538,Men,Lifestyle,Waffle One,,2,9701.24,0.0,19402.48,2024-10-06,Retail,Kolkata,223.82,Sale,Valid
2539,Women,Running,Free RN,L,1,6299.575,0.0,6299.58,2025-02-26,Online,Bangalore,3748.73,Sale,Valid
2540,Women,Lifestyle,Air Force 1,L,2,8794.64,0.0,17589.28,2025-01-09,Online,Mumbai,-938.07,Sale,Valid
2541,Kids,Running,React Infinity,M,1,6346.35,0.0,6346.35,2025-05-19,Retail,Mumbai,-1180.11,Sale,Valid
2545,Men,Training,Metcon 7,L,1,5744.7,0.0,5744.7,2025-04-26,Retail,Bangalore,924.07,Sale,Valid
2546,Kids,Training,ZoomX Invincible,XL,1,5179.57,0.0,5179.57,2024-03-10,Retail,Bangalore,2084.99,Sale,Valid
2547,Women,Soccer,Mercurial Superfly,M,1,3068.13,0.0,3068.13,2025-08-07,Retail,Kolkata,-586.29,Sale,Valid
2548,Kids,Running,Pegasus Turbo,L,1,9557.0,0.0,9557.0,2025-04-23,Online,Delhi,3847.47,Sale,Valid
2550,Men,Soccer,Premier III,XL,1,6121.21,0.05,5815.15,2023-09-08,Online,Kolkata,2470.08,Sale,Valid
2552,Women,Soccer,Premier III,10,1,6060.035,0.41,3575.42,2025-03-05,Retail,Hyderabad,3389.34,Sale,Valid
2553,Kids,Basketball,Kyrie Flytrap,,2,6708.16,0.0,13416.32,2025-02-24,Online,Delhi,-739.72,Sale,Valid
2554,Women,Training,Flex Trainer,M,1,6755.56,0.0,6755.56,2025-01-13,Retail,Bangalore,1002.19,Sale,Valid
2557,Men,Basketball,LeBron 20,M,3,6630.92,0.0,19892.76,2024-09-11,Retail,Kolkata,1115.74,Sale,Valid
2559,Men,Lifestyle,Air Force 1,7,3,6011.84,0.0,18035.52,2025-02-10,Online,Kolkata,-99.73,Sale,Valid
2560,Kids,Basketball,Zoom Freak,M,2,6172.36,0.0,12344.72,2025-01-16,Retail,Delhi,3493.16,Sale,Valid
2561,Women,Soccer,Tiempo Legend,XL,2,3642.21,0.0,7284.42,2024-03-25,Online,Bangalore,3900.7,Sale,Valid
2562,Kids,Training,ZoomX Invincible,L,1,6424.68,0.0,6424.68,2024-12-21,Retail,Mumbai,-79.1,Sale,Valid
2563,Men,Soccer,Mercurial Superfly,M,2,9443.35,0.54,8687.88,2025-04-13,Retail,Kolkata,2706.61,Sale,Valid
2564,Women,Basketball,LeBron 20,M,2,6630.92,0.72,3713.32,2023-08-07,Online,Delhi,1279.03,Sale,Valid
2565,Women,Lifestyle,Dunk Low,XL,4,3028.41,0.0,12113.64,2024-09-18,Online,Mumbai,1754.48,Sale,Valid
2567,Women,Running,Air Zoom,M,3,5548.255,0.0,16644.76,2024-09-15,Online,Pune,1162.3,Sale,Valid
2569,Women,Basketball,Air Jordan,L,2,9605.11,0.88,2305.23,2024-08-24,Online,Hyderabad,128.89,Sale,Valid
2570,Men,Basketball,Air Jordan,L,2,5974.92,0.0,11949.84,2025-03-22,Online,Bangalore,2986.69,Sale,Valid
2571,Kids,Soccer,Phantom GT,6,2,4728.95,0.0,9457.9,2023-11-28,Retail,Mumbai,276.98,Sale,Valid
2572,Men,Lifestyle,Waffle One,XL,1,2729.99,0.76,655.2,2024-01-31,Retail,Pune,1204.81,Return,Review
2573,Men,Soccer,Premier III,,2,6060.035,0.75,3030.02,2024-08-29,Online,Delhi,301.42,Sale,Valid
2574,Women,Soccer,Tiempo Legend,,2,3502.97,0.0,7005.94,2024-09-19,Retail,Delhi,-542.87,Sale,Valid
2575,Men,Training,Metcon 7,XL,2,3582.67,0.0,7165.34,2025-07-03,Online,Hyderabad,1982.16,Sale,Valid
2576,Kids,Running,Pegasus Turbo,10,1,9134.77,0.0,9134.77,2025-01-04,Online,Pune,-427.11,Sale,Valid
2577,Women,Running,Air Zoom,L,1,5545.52,0.0,5545.52,2023-11-16,Retail,Mumbai,1185.56,Return,Valid
2578,Men,Lifestyle,Blazer Mid,9,2,5786.02,0.0,11572.04,2025-05-10,Retail,Bangalore,3550.0,Sale,Valid
2579,Kids,Lifestyle,Dunk Low,7,3,9541.83,0.0,28625.49,2024-07-26,Online,Delhi,589.3,Sale,Valid
2580,Kids,Training,Flex Trainer,M,1,2749.79,0.0,2749.79,2024-06-12,Retail,Kolkata,2978.85,Sale,Review
2583,Men,Soccer,Tiempo Legend,M,2,5830.525,0.0,11661.05,2024-09-03,Retail,Mumbai,3051.16,Sale,Valid
2585,Kids,Basketball,Kyrie Flytrap,,2,5066.14,1.0,0.0,2025-01-17,Retail,Kolkata,-148.71,Sale,Valid
2586,Men,Running,Air Zoom,L,1,5548.255,0.99,55.48,2024-11-24,Online,Mumbai,1146.73,Sale,Review
2588,Kids,Basketball,LeBron 20,M,2,6630.92,0.0,13261.84,2025-07-19,Online,Pune,2861.32,Sale,Valid
2589,Men,Training,Metcon 7,M,3,5744.7,0.0,17234.1,2024-09-17,Online,Kolkata,1429.18,Sale,Valid
2591,Women,Training,SuperRep Go,,1,5587.585,0.0,5587.58,2025-06-21,Retail,Kolkata,1261.67,Sale,Valid
2592,Women,Lifestyle,Blazer Mid,M,2,5786.02,0.0,11572.04,2024-10-13,Retail,Mumbai,-907.48,Sale,Valid
2593,Men,Lifestyle,Dunk Low,L,2,8747.18,0.0,17494.36,2025-01-04,Retail,Mumbai,2505.6,Sale,Valid
2594,Women,Training,ZoomX Invincible,XL,3,7944.34,0.67,7864.9,2024-02-23,Retail,Hyderabad,1534.91,Sale,Valid
2597,Kids,Running,Air Zoom,,3,3348.83,0.0,10046.49,2024-12-05,Online,Bangalore,-540.08,Sale,Valid
2598,Women,Training,Metcon 7,8,1,9488.84,0.0,9488.84,2024-12-06,Retail,Bangalore,3505.24,Sale,Valid
2600,Kids,Lifestyle,Air Force 1,M,3,6554.6849999999995,0.0,19664.06,2024-04-11,Online,Pune,803.62,Sale,Valid
2601,Women,Soccer,Tiempo Legend,XL,1,5830.525,0.0,5830.52,2024-09-27,Retail,Delhi,3739.4,Sale,Valid
